Q3:
+----------+----------------+-----------------+----------------+---------+---------+----------------+
| ds       | firstcommodity | secondcommodity | commodityname  | uv      | pv      | sum_price      |
| 20200804 | 男装           | 鞋包配件0       | 商务双肩包4    | 25216   | 25266   | 12869480.000   |
| 20200804 | 男装           | 鞋包配件0       | 商务双肩包5    | 25014   | 25059   | 12750851.000   |
| 20200804 | 男装           | 鞋包配件0       | 商务双肩包6    | 25230   | 25264   | 12920033.000   |
| 20200804 | 男装           | 鞋包配件0       | 商务双肩包7    | 25508   | 25556   | 13009759.000   |
| 20200804 | 男装           | 鞋包配件0       | 商务双肩包8    | 25328   | 25364   | 12835315.000   |
| 20200804 | 男装           | 鞋包配件0       | 商务双肩包9    | 25236   | 25270   | 12836546.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包0    | 25436   | 25482   | 12953962.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包1    | 25062   | 25103   | 12714997.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包10   | 25394   | 25437   | 12979096.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包11   | 25494   | 25544   | 12862043.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包12   | 25013   | 25059   | 12789774.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包13   | 24783   | 24840   | 12677423.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包14   | 25151   | 25189   | 12800502.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包15   | 25186   | 25235   | 12847173.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包16   | 25305   | 25345   | 12909303.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包17   | 25298   | 25344   | 12917588.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包18   | 25049   | 25082   | 12712762.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包19   | 25279   | 25311   | 12823702.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包2    | 25191   | 25244   | 12817204.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包20   | 25323   | 25374   | 12883138.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包21   | 25087   | 25126   | 12732318.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包22   | 25198   | 25233   | 12876101.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包23   | 25406   | 25450   | 12952003.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包24   | 25181   | 25232   | 12767900.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包25   | 25390   | 25447   | 12907644.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包26   | 25163   | 25215   | 12815211.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包27   | 25383   | 25426   | 12892282.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包28   | 25018   | 25062   | 12705893.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包29   | 25127   | 25183   | 12746192.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包3    | 24779   | 24820   | 12625454.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包4    | 25206   | 25253   | 12917450.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包5    | 25346   | 25397   | 12924834.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包6    | 25050   | 25101   | 12768115.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包7    | 25441   | 25474   | 12853727.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包8    | 25211   | 25259   | 12773359.000   |
| 20200804 | 男装           | 鞋包配件1       | 商务双肩包9    | 25196   | 25239   | 12785562.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包0    | 25036   | 25086   | 12749369.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包1    | 25349   | 25391   | 12910300.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包10   | 25119   | 25161   | 12799260.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包11   | 25054   | 25092   | 12794470.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包12   | 25419   | 25467   | 12877139.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包13   | 24966   | 25025   | 12785506.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包14   | 25158   | 25201   | 12878838.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包15   | 24937   | 24985   | 12739658.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包16   | 25489   | 25536   | 13042358.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包17   | 25166   | 25214   | 12803250.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包18   | 25254   | 25290   | 12782827.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包19   | 25208   | 25252   | 12822408.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包2    | 25274   | 25331   | 12810553.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包20   | 25245   | 25290   | 12895987.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包21   | 25020   | 25066   | 12796847.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包22   | 25454   | 25506   | 12920519.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包23   | 25313   | 25356   | 12872889.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包24   | 25250   | 25296   | 12878234.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包25   | 25248   | 25286   | 12851617.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包26   | 25199   | 25251   | 12827931.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包27   | 25135   | 25176   | 12701247.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包28   | 25154   | 25192   | 12802911.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包29   | 25291   | 25343   | 12870897.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包3    | 25566   | 25610   | 12976663.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包4    | 25451   | 25494   | 13022387.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包5    | 25221   | 25261   | 12827434.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包6    | 25151   | 25204   | 12786882.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包7    | 25086   | 25135   | 12786025.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包8    | 25367   | 25415   | 12897450.000   |
| 20200804 | 男装           | 鞋包配件2       | 商务双肩包9    | 25214   | 25264   | 12875884.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包0    | 25152   | 25193   | 12743642.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包1    | 25143   | 25196   | 12725032.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包10   | 25443   | 25491   | 12973430.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包11   | 25049   | 25085   | 12734070.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包12   | 25261   | 25304   | 12830267.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包13   | 25109   | 25165   | 12730516.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包14   | 25448   | 25503   | 12997096.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包15   | 25440   | 25480   | 12947547.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包16   | 25067   | 25119   | 12735939.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包17   | 25241   | 25284   | 12866430.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包18   | 25486   | 25536   | 13001217.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包19   | 25420   | 25469   | 12944103.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包2    | 25315   | 25361   | 12877881.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包20   | 25048   | 25090   | 12747404.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包21   | 25129   | 25170   | 12787716.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包22   | 25299   | 25345   | 12797044.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包23   | 25072   | 25128   | 12790107.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包24   | 24974   | 25010   | 12699255.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包25   | 25282   | 25321   | 12775046.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包26   | 25245   | 25291   | 12791226.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包27   | 25354   | 25398   | 12896808.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包28   | 25242   | 25290   | 12855856.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包29   | 25109   | 25144   | 12755727.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包3    | 25248   | 25293   | 12857251.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包4    | 25492   | 25555   | 12980416.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包5    | 25164   | 25210   | 12813300.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包6    | 25449   | 25492   | 12931786.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包7    | 25146   | 25204   | 12744613.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包8    | 25188   | 25230   | 12901121.000   |
| 20200804 | 男装           | 鞋包配件3       | 商务双肩包9    | 25393   | 25442   | 12924680.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包0    | 25290   | 25331   | 12876111.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包1    | 25092   | 25132   | 12720457.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包10   | 24889   | 24936   | 12649714.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包11   | 25303   | 25345   | 12950815.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包12   | 24969   | 25005   | 12733245.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包13   | 25191   | 25234   | 12778491.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包14   | 25792   | 25840   | 13129864.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包15   | 25062   | 25103   | 12734096.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包16   | 25497   | 25537   | 12879435.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包17   | 25026   | 25071   | 12823742.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包18   | 25220   | 25270   | 12821411.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包19   | 25251   | 25294   | 12837620.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包2    | 24998   | 25042   | 12750687.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包20   | 25282   | 25326   | 12898896.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包21   | 25321   | 25364   | 12905099.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包22   | 25340   | 25383   | 13005977.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包23   | 25497   | 25544   | 13018708.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包24   | 25279   | 25322   | 12881344.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包25   | 25007   | 25053   | 12717298.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包26   | 25270   | 25302   | 12844977.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包27   | 25325   | 25379   | 12915441.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包28   | 25242   | 25284   | 12801659.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包29   | 25248   | 25288   | 12888803.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包3    | 25051   | 25097   | 12727417.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包4    | 25101   | 25153   | 12737749.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包5    | 25269   | 25308   | 12776819.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包6    | 25012   | 25055   | 12738910.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包7    | 25189   | 25249   | 12818776.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包8    | 25225   | 25275   | 12850787.000   |
| 20200804 | 男装           | 鞋包配件4       | 商务双肩包9    | 25334   | 25368   | 12881924.000   |
| 20200804 | 男装           | NULL            | NULL           | 2942962 | 3790825 | 1925340703.000 |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤0    | 26974   | 27019   | 13732604.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤1    | 26901   | 26937   | 13732205.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤10   | 26830   | 26880   | 13662057.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤11   | 26902   | 26950   | 13713429.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤12   | 27000   | 27052   | 13763799.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤13   | 26693   | 26753   | 13627583.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤14   | 27126   | 27173   | 13802711.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤15   | 26603   | 26645   | 13645642.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤16   | 26871   | 26928   | 13721504.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤17   | 26644   | 26686   | 13555020.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤18   | 26903   | 26951   | 13666579.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤19   | 27204   | 27243   | 13810162.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤2    | 26995   | 27038   | 13767327.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤20   | 26898   | 26949   | 13664627.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤21   | 26730   | 26782   | 13606708.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤22   | 26929   | 26976   | 13689824.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤23   | 26900   | 26940   | 13749629.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤24   | 26881   | 26919   | 13687340.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤25   | 26903   | 26949   | 13709502.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤26   | 26933   | 26982   | 13699945.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤27   | 26938   | 26984   | 13679090.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤28   | 27252   | 27308   | 13866398.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤29   | 26828   | 26879   | 13632421.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤3    | 27163   | 27196   | 13824081.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤4    | 27129   | 27170   | 13779552.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤5    | 26993   | 27044   | 13741451.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤6    | 27101   | 27147   | 13806664.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤7    | 27019   | 27064   | 13686170.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤8    | 26979   | 27035   | 13742782.000   |
| 20200805 | 女装           | 牛仔裤0         | 九分牛仔裤9    | 26941   | 26980   | 13735210.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤0    | 26696   | 26739   | 13611918.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤1    | 26960   | 27006   | 13667448.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤10   | 27049   | 27103   | 13865393.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤11   | 27170   | 27223   | 13805017.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤12   | 26846   | 26893   | 13756376.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤13   | 26918   | 26965   | 13666101.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤14   | 27362   | 27403   | 13955880.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤15   | 26862   | 26923   | 13638047.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤16   | 27097   | 27149   | 13770965.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤17   | 27007   | 27053   | 13727419.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤18   | 27049   | 27115   | 13756968.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤19   | 27192   | 27241   | 13837069.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤2    | 26680   | 26733   | 13521980.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤20   | 26900   | 26940   | 13709434.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤21   | 26886   | 26931   | 13716908.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤22   | 26755   | 26805   | 13607729.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤23   | 27010   | 27051   | 13789899.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤24   | 26751   | 26803   | 13665823.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤25   | 26908   | 26957   | 13825290.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤26   | 26994   | 27050   | 13788620.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤27   | 27035   | 27080   | 13756068.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤28   | 27088   | 27130   | 13716007.000   |
+----------+----------------+-----------------+----------------+---------+---------+----------------+
+----------+----------------+-----------------+----------------+---------+---------+----------------+
| ds       | firstcommodity | secondcommodity | commodityname  | uv      | pv      | sum_price      |
+----------+----------------+-----------------+----------------+---------+---------+----------------+
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤29   | 26961   | 27007   | 13757934.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤3    | 26714   | 26756   | 13580707.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤4    | 26749   | 26783   | 13638423.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤5    | 26950   | 27003   | 13739840.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤6    | 26862   | 26911   | 13657797.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤7    | 27195   | 27237   | 13879967.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤8    | 26991   | 27038   | 13698568.000   |
| 20200805 | 女装           | 牛仔裤1         | 九分牛仔裤9    | 26720   | 26776   | 13589372.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤0    | 26862   | 26916   | 13594821.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤1    | 26965   | 27011   | 13864772.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤10   | 27127   | 27181   | 13813777.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤11   | 26806   | 26872   | 13685700.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤12   | 26780   | 26835   | 13621610.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤13   | 26806   | 26853   | 13624849.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤14   | 26925   | 26966   | 13705167.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤15   | 27210   | 27259   | 13926439.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤16   | 27200   | 27248   | 13871857.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤17   | 26921   | 26966   | 13766925.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤18   | 26799   | 26851   | 13697705.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤19   | 26953   | 26994   | 13743285.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤2    | 26840   | 26889   | 13746460.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤20   | 27174   | 27223   | 13878931.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤21   | 27081   | 27140   | 13781164.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤22   | 26720   | 26778   | 13551807.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤23   | 27133   | 27181   | 13838399.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤24   | 26864   | 26920   | 13750060.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤25   | 27219   | 27272   | 13928325.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤26   | 27041   | 27096   | 13782537.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤27   | 26917   | 26969   | 13723226.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤28   | 27024   | 27071   | 13790969.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤29   | 27139   | 27175   | 13835216.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤3    | 27049   | 27098   | 13740611.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤4    | 26774   | 26819   | 13627855.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤5    | 26933   | 26987   | 13752245.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤6    | 27012   | 27062   | 13812964.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤7    | 26987   | 27017   | 13720733.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤8    | 26647   | 26687   | 13644153.000   |
| 20200805 | 女装           | 牛仔裤2         | 九分牛仔裤9    | 26660   | 26717   | 13594903.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤0    | 26967   | 27009   | 13816677.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤1    | 26928   | 26976   | 13614757.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤10   | 26788   | 26849   | 13614757.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤11   | 26901   | 26948   | 13676782.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤12   | 26934   | 26987   | 13763947.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤13   | 26928   | 26975   | 13744654.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤14   | 27054   | 27104   | 13796403.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤15   | 26918   | 26960   | 13706353.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤16   | 26586   | 26640   | 13470337.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤17   | 26845   | 26894   | 13712504.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤18   | 26811   | 26870   | 13613693.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤19   | 27032   | 27074   | 13790762.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤2    | 27126   | 27166   | 13815719.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤20   | 27272   | 27327   | 13851694.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤21   | 27030   | 27089   | 13836557.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤22   | 26824   | 26867   | 13635606.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤23   | 26682   | 26740   | 13548275.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤24   | 26850   | 26885   | 13599301.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤25   | 26939   | 26985   | 13749931.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤26   | 26927   | 26972   | 13706060.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤27   | 27441   | 27502   | 13962085.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤28   | 27152   | 27204   | 13827465.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤29   | 26980   | 27029   | 13775451.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤3    | 27038   | 27100   | 13807130.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤4    | 27122   | 27157   | 13812669.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤5    | 26907   | 26950   | 13685632.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤6    | 26989   | 27031   | 13735791.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤7    | 27236   | 27285   | 13932843.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤8    | 26697   | 26752   | 13615075.000   |
| 20200805 | 女装           | 牛仔裤3         | 九分牛仔裤9    | 26898   | 26945   | 13660588.000   |
| 20200805 | 女装           | 牛仔裤4         | 九分牛仔裤0    | 26985   | 27037   | 13761773.000   |
| 20200805 | 女装           | 牛仔裤4         | 九分牛仔裤1    | 27009   | 27050   | 13805487.000   |
| 20200805 | 女装           | 牛仔裤4         | 九分牛仔裤10   | 26972   | 27018   | 13752547.000   |
| 20200805 | 女装           | 牛仔裤4         | 九分牛仔裤11   | 27055   | 27099   | 13777482.000   |
| 20200805 | 女装           | 牛仔裤4         | 九分牛仔裤12   | 26966   | 27004   | 13781947.000   |
| 20200805 | 女装           | 牛仔裤4         | 九分牛仔裤13   | 26982   | 27031   | 13724200.000   |
| 20200805 | 女装           | 牛仔裤4         | 九分牛仔裤14   | 26774   | 26809   | 13679959.000   |
| 20200805 | 女装           | 牛仔裤4         | 九分牛仔裤15   | 26851   | 26910   | 13655009.000   |
| 20200805 | 女装           | 牛仔裤4         | 九分牛仔裤16   | 26807   | 26847   | 13584603.000   |
| 20200805 | 女装           | 牛仔裤4         | 九分牛仔裤17   | 26831   | 26880   | 13590494.000   |
| 20200805 | 女装           | 牛仔裤4         | 九分牛仔裤18   | 26816   | 26867   | 13671743.000   |
| 20200805 | 女装           | 牛仔裤4         | 九分牛仔裤19   | 27033   | 27083   | 13719768.000   |
| 20200805 | 女装           | 牛仔裤4         | 九分牛仔裤2    | 27016   | 27057   | 13715561.000   |
| 20200805 | 女装           | 牛仔裤4         | 九分牛仔裤20   | 27015   | 27062   | 13797320.000   |
| 20200805 | 女装           | 牛仔裤4         | 九分牛仔裤21   | 27134   | 27195   | 13882850.000   |
| 20200805 | 女装           | 牛仔裤4         | 九分牛仔裤22   | 26856   | 26909   | 13689222.000   |
| 20200805 | 女装           | 牛仔裤4         | 九分牛仔裤23   | 27008   | 27062   | 13754867.000   |
| 20200805 | 女装           | 牛仔裤4         | 九分牛仔裤24   | 26753   | 26801   | 13600837.000   |
