
Q4:
+----------+---------------------------+------------------+------+-------+-------------+
| ds       | isnull(vip_level, '未知') | total_visit_days | uv   | pv    | sum_price   |
| 20200805 | 钻石会员                  | 328.000          | 746  | 14178 | 1611015.000 |
| 20200805 | 钻石会员                  | 329.000          | 748  | 13651 | 1537653.000 |
| 20200805 | 钻石会员                  | 330.000          | 725  | 13079 | 1515015.000 |
| 20200805 | 钻石会员                  | 331.000          | 706  | 13373 | 1519470.000 |
| 20200805 | 钻石会员                  | 332.000          | 748  | 12957 | 1480793.000 |
| 20200805 | 钻石会员                  | 333.000          | 725  | 13045 | 1449475.000 |
| 20200805 | 钻石会员                  | 334.000          | 741  | 13219 | 1495965.000 |
| 20200805 | 钻石会员                  | 335.000          | 751  | 13142 | 1486198.000 |
| 20200805 | 钻石会员                  | 336.000          | 753  | 13649 | 1536656.000 |
| 20200805 | 钻石会员                  | 337.000          | 761  | 14097 | 1598230.000 |
| 20200805 | 钻石会员                  | 338.000          | 745  | 14016 | 1572605.000 |
| 20200805 | 钻石会员                  | 339.000          | 732  | 13129 | 1497599.000 |
| 20200805 | 钻石会员                  | 340.000          | 799  | 14691 | 1670854.000 |
| 20200805 | 钻石会员                  | 341.000          | 695  | 12845 | 1458770.000 |
| 20200805 | 钻石会员                  | 342.000          | 734  | 13536 | 1529815.000 |
| 20200805 | 钻石会员                  | 343.000          | 798  | 14514 | 1690110.000 |
| 20200805 | 钻石会员                  | 344.000          | 728  | 12922 | 1434278.000 |
| 20200805 | 钻石会员                  | 345.000          | 703  | 12342 | 1417275.000 |
| 20200805 | 钻石会员                  | 346.000          | 747  | 13875 | 1597130.000 |
| 20200805 | 钻石会员                  | 347.000          | 725  | 13297 | 1506108.000 |
| 20200805 | 钻石会员                  | 348.000          | 724  | 13388 | 1528941.000 |
| 20200805 | 钻石会员                  | 349.000          | 752  | 13716 | 1538486.000 |
| 20200805 | 钻石会员                  | 350.000          | 736  | 13213 | 1492912.000 |
| 20200805 | 钻石会员                  | 351.000          | 740  | 13458 | 1523873.000 |
| 20200805 | 钻石会员                  | 352.000          | 732  | 12824 | 1449778.000 |
| 20200805 | 钻石会员                  | 353.000          | 763  | 13526 | 1588360.000 |
| 20200805 | 钻石会员                  | 354.000          | 694  | 12496 | 1401858.000 |
| 20200805 | 钻石会员                  | 355.000          | 705  | 13185 | 1481223.000 |
| 20200805 | 钻石会员                  | 356.000          | 727  | 13522 | 1544266.000 |
| 20200805 | 钻石会员                  | 357.000          | 718  | 12494 | 1450034.000 |
| 20200805 | 钻石会员                  | 358.000          | 748  | 13707 | 1564172.000 |
| 20200805 | 钻石会员                  | 359.000          | 676  | 12388 | 1435449.000 |
| 20200805 | 钻石会员                  | 360.000          | 708  | 12970 | 1444509.000 |
| 20200805 | 钻石会员                  | 361.000          | 722  | 13205 | 1511953.000 |
| 20200805 | 钻石会员                  | 362.000          | 730  | 13490 | 1533517.000 |
| 20200805 | 钻石会员                  | 363.000          | 692  | 12334 | 1426196.000 |
| 20200805 | 钻石会员                  | 364.000          | 740  | 12650 | 1412320.000 |
| 20200805 | 钻石会员                  | 365.000          | 737  | 13718 | 1597449.000 |
| 20200805 | 钻石会员                  | 366.000          | 726  | 13046 | 1455979.000 |
| 20200805 | 钻石会员                  | 367.000          | 755  | 13535 | 1487615.000 |
| 20200805 | 钻石会员                  | 368.000          | 786  | 13783 | 1548333.000 |
| 20200805 | 钻石会员                  | 369.000          | 718  | 12811 | 1441343.000 |
| 20200805 | 钻石会员                  | 370.000          | 722  | 13360 | 1469725.000 |
| 20200805 | 钻石会员                  | 371.000          | 780  | 14337 | 1586833.000 |
| 20200805 | 钻石会员                  | 372.000          | 705  | 12551 | 1488962.000 |
| 20200805 | 钻石会员                  | 373.000          | 721  | 13557 | 1586345.000 |
| 20200805 | 钻石会员                  | 374.000          | 708  | 13143 | 1496497.000 |
| 20200805 | 钻石会员                  | 375.000          | 740  | 13537 | 1528774.000 |
| 20200805 | 钻石会员                  | 376.000          | 714  | 12753 | 1445809.000 |
| 20200805 | 钻石会员                  | 377.000          | 722  | 12876 | 1407521.000 |
| 20200805 | 钻石会员                  | 378.000          | 760  | 13385 | 1512789.000 |
| 20200805 | 钻石会员                  | 379.000          | 742  | 13678 | 1594310.000 |
| 20200805 | 钻石会员                  | 380.000          | 740  | 13358 | 1484814.000 |
| 20200805 | 钻石会员                  | 381.000          | 705  | 12843 | 1407971.000 |
| 20200805 | 钻石会员                  | 382.000          | 674  | 12030 | 1367620.000 |
| 20200805 | 钻石会员                  | 383.000          | 762  | 13235 | 1536845.000 |
| 20200805 | 钻石会员                  | 384.000          | 710  | 12617 | 1442700.000 |
| 20200805 | 铜牌会员                  | 30.000           | 3798 | 69417 | 7796777.000 |
| 20200805 | 铜牌会员                  | 31.000           | 3758 | 67990 | 7529838.000 |
| 20200805 | 铜牌会员                  | 32.000           | 3691 | 65061 | 7327354.000 |
| 20200805 | 铜牌会员                  | 33.000           | 3743 | 66988 | 7580892.000 |
| 20200805 | 铜牌会员                  | 34.000           | 3755 | 67466 | 7484788.000 |
| 20200805 | 铜牌会员                  | 35.000           | 3789 | 68065 | 7515140.000 |
| 20200805 | 铜牌会员                  | 36.000           | 3676 | 66294 | 7449643.000 |
| 20200805 | 铜牌会员                  | 37.000           | 3742 | 66616 | 7403120.000 |
| 20200805 | 铜牌会员                  | 38.000           | 3760 | 68881 | 7772986.000 |
| 20200805 | 铜牌会员                  | 39.000           | 3729 | 66844 | 7424987.000 |
| 20200805 | 铜牌会员                  | 40.000           | 3599 | 65631 | 7330683.000 |
| 20200805 | 铜牌会员                  | 41.000           | 3650 | 64805 | 7215241.000 |
| 20200805 | 铜牌会员                  | 42.000           | 3621 | 65651 | 7381921.000 |
| 20200805 | 铜牌会员                  | 43.000           | 3772 | 68793 | 7661207.000 |
| 20200805 | 铜牌会员                  | 44.000           | 3674 | 66362 | 7441720.000 |
| 20200805 | 铜牌会员                  | 45.000           | 3697 | 66794 | 7549009.000 |
| 20200805 | 铜牌会员                  | 46.000           | 3739 | 66901 | 7458366.000 |
| 20200805 | 铜牌会员                  | 47.000           | 3525 | 63716 | 7042861.000 |
| 20200805 | 铜牌会员                  | 48.000           | 3733 | 67209 | 7486088.000 |
| 20200805 | 铜牌会员                  | 49.000           | 3723 | 66789 | 7424148.000 |
| 20200805 | 铜牌会员                  | 50.000           | 3593 | 64446 | 7195825.000 |
| 20200805 | 铜牌会员                  | 51.000           | 3660 | 66052 | 7391810.000 |
| 20200805 | 铜牌会员                  | 52.000           | 3695 | 65926 | 7377010.000 |
| 20200805 | 铜牌会员                  | 53.000           | 3586 | 65584 | 7285922.000 |
| 20200805 | 铜牌会员                  | 54.000           | 3631 | 67009 | 7443482.000 |
| 20200805 | 铜牌会员                  | 55.000           | 3764 | 68208 | 7607729.000 |
| 20200805 | 铜牌会员                  | 56.000           | 3533 | 64398 | 7161402.000 |
| 20200805 | 铜牌会员                  | 57.000           | 3664 | 66341 | 7371359.000 |
| 20200805 | 铜牌会员                  | 58.000           | 3586 | 65075 | 7366745.000 |
| 20200805 | 铜牌会员                  | 59.000           | 3682 | 67309 | 7540064.000 |
| 20200805 | 铜牌会员                  | 60.000           | 3627 | 64919 | 7199631.000 |
| 20200805 | 铜牌会员                  | 61.000           | 3752 | 68030 | 7500282.000 |
| 20200805 | 铜牌会员                  | 62.000           | 3645 | 66524 | 7332122.000 |
| 20200805 | 铜牌会员                  | 63.000           | 3703 | 65205 | 7337653.000 |
| 20200805 | 铜牌会员                  | 64.000           | 3675 | 66240 | 7412088.000 |
| 20200805 | 铜牌会员                  | 65.000           | 3619 | 66848 | 7590461.000 |
| 20200805 | 铜牌会员                  | 66.000           | 3708 | 66634 | 7414950.000 |
| 20200805 | 铜牌会员                  | 67.000           | 3779 | 67996 | 7700107.000 |
| 20200805 | 铜牌会员                  | 68.000           | 3816 | 68639 | 7690361.000 |
| 20200805 | 铜牌会员                  | 69.000           | 3672 | 66912 | 7584365.000 |
| 20200805 | 铜牌会员                  | 70.000           | 3696 | 66807 | 7462629.000 |
| 20200805 | 铜牌会员                  | 71.000           | 3793 | 68441 | 7634120.000 |
| 20200805 | 铜牌会员                  | 72.000           | 3824 | 68835 | 7626614.000 |
| 20200805 | 铜牌会员                  | 73.000           | 3677 | 66127 | 7372859.000 |
| 20200805 | 铜牌会员                  | 74.000           | 3666 | 66917 | 7493397.000 |
| 20200805 | 铜牌会员                  | 75.000           | 3744 | 67350 | 7595305.000 |
| 20200805 | 铜牌会员                  | 76.000           | 3626 | 65345 | 7346104.000 |
| 20200805 | 铜牌会员                  | 77.000           | 3634 | 65944 | 7332982.000 |
| 20200805 | 铜牌会员                  | 78.000           | 3684 | 65662 | 7383142.000 |
| 20200805 | 铜牌会员                  | 79.000           | 3692 | 68175 | 7591667.000 |
| 20200805 | 铜牌会员                  | 80.000           | 3756 | 66659 | 7470443.000 |
| 20200805 | 铜牌会员                  | 81.000           | 3662 | 64862 | 7302449.000 |
| 20200805 | 铜牌会员                  | 82.000           | 3668 | 66474 | 7455426.000 |
| 20200805 | 铜牌会员                  | 83.000           | 3715 | 65728 | 7282775.000 |
| 20200805 | 铜牌会员                  | 84.000           | 3630 | 64859 | 7255033.000 |
| 20200805 | 铜牌会员                  | 85.000           | 3710 | 67898 | 7605329.000 |
| 20200805 | 铜牌会员                  | 86.000           | 3726 | 67259 | 7449867.000 |
| 20200805 | 铜牌会员                  | 87.000           | 3755 | 67146 | 7523315.000 |
| 20200805 | 铜牌会员                  | 88.000           | 3694 | 66062 | 7359487.000 |
| 20200805 | 铜牌会员                  | 89.000           | 3695 | 67246 | 7478759.000 |
| 20200805 | 铜牌会员                  | 90.000           | 3626 | 64984 | 7227437.000 |
| 20200805 | 铜牌会员                  | 91.000           | 3710 | 66594 | 7364492.000 |
| 20200805 | 铜牌会员                  | 92.000           | 3661 | 64931 | 7249565.000 |
| 20200805 | 铜牌会员                  | 93.000           | 3599 | 63826 | 7064491.000 |
| 20200805 | 铜牌会员                  | 94.000           | 3599 | 66514 | 7352166.000 |
| 20200805 | 铜牌会员                  | 95.000           | 3568 | 63663 | 7161738.000 |
| 20200805 | 铜牌会员                  | 96.000           | 3666 | 66477 | 7460217.000 |
| 20200805 | 铜牌会员                  | 97.000           | 3650 | 65118 | 7298114.000 |
| 20200805 | 铜牌会员                  | 98.000           | 3624 | 66937 | 7551122.000 |
| 20200805 | 铜牌会员                  | 99.000           | 3627 | 65641 | 7351208.000 |
| 20200805 | 铜牌会员                  | 100.000          | 3794 | 68336 | 7652864.000 |
| 20200805 | 铜牌会员                  | 101.000          | 3722 | 66470 | 7390924.000 |
| 20200805 | 铜牌会员                  | 102.000          | 3590 | 64050 | 7163328.000 |
| 20200805 | 铜牌会员                  | 103.000          | 3685 | 65808 | 7276031.000 |
| 20200805 | 铜牌会员                  | 104.000          | 3542 | 63431 | 7049775.000 |
| 20200805 | 铜牌会员                  | 105.000          | 3527 | 62980 | 7001367.000 |
| 20200805 | 铜牌会员                  | 106.000          | 3559 | 65179 | 7341189.000 |
| 20200805 | 铜牌会员                  | 107.000          | 3697 | 66817 | 7457009.000 |
| 20200805 | 铜牌会员                  | 108.000          | 3689 | 67245 | 7524205.000 |
| 20200805 | 铜牌会员                  | 109.000          | 3691 | 66008 | 7382688.000 |
| 20200805 | 铜牌会员                  | 110.000          | 3655 | 66206 | 7479854.000 |
| 20200805 | 铜牌会员                  | 111.000          | 3719 | 66608 | 7533369.000 |
| 20200805 | 铜牌会员                  | 112.000          | 3633 | 65349 | 7163252.000 |
| 20200805 | 铜牌会员                  | 113.000          | 3648 | 66375 | 7344369.000 |
| 20200805 | 铜牌会员                  | 114.000          | 3629 | 65868 | 7342532.000 |
| 20200805 | 铜牌会员                  | 115.000          | 3777 | 67702 | 7532282.000 |
| 20200805 | 铜牌会员                  | 116.000          | 3638 | 66025 | 7340595.000 |
| 20200805 | 铜牌会员                  | 117.000          | 3683 | 66963 | 7375902.000 |
| 20200805 | 铜牌会员                  | 118.000          | 3693 | 66556 | 7426010.000 |
| 20200805 | 铜牌会员                  | 119.000          | 3625 | 66345 | 7376754.000 |
| 20200805 | 铜牌会员                  | 120.000          | 3764 | 67994 | 7555433.000 |
| 20200805 | 铜牌会员                  | 121.000          | 3642 | 65758 | 7325837.000 |
| 20200805 | 铜牌会员                  | 122.000          | 3688 | 65726 | 7287670.000 |
| 20200805 | 铜牌会员                  | 123.000          | 3601 | 64348 | 7159618.000 |
| 20200805 | 铜牌会员                  | 124.000          | 3615 | 65437 | 7287776.000 |
| 20200805 | 铜牌会员                  | 125.000          | 3642 | 66030 | 7378609.000 |
| 20200805 | 铜牌会员                  | 126.000          | 3658 | 66125 | 7360938.000 |
| 20200805 | 铜牌会员                  | 127.000          | 3644 | 65906 | 7350828.000 |
| 20200805 | 铜牌会员                  | 128.000          | 3617 | 65096 | 7312518.000 |
| 20200805 | 铜牌会员                  | 129.000          | 3655 | 65646 | 7286971.000 |
| 20200805 | 铜牌会员                  | 130.000          | 3799 | 68392 | 7689828.000 |
| 20200805 | 铜牌会员                  | 131.000          | 3811 | 68449 | 7609768.000 |
| 20200805 | 铜牌会员                  | 132.000          | 3627 | 65131 | 7276164.000 |
| 20200805 | 铜牌会员                  | 133.000          | 3678 | 66162 | 7277226.000 |
| 20200805 | 铜牌会员                  | 134.000          | 3566 | 63321 | 7127500.000 |
| 20200805 | 铜牌会员                  | 135.000          | 3698 | 67870 | 7629306.000 |
| 20200805 | 铜牌会员                  | 136.000          | 3662 | 65366 | 7312036.000 |
| 20200805 | 铜牌会员                  | 137.000          | 3631 | 65387 | 7281234.000 |
| 20200805 | 铜牌会员                  | 138.000          | 3702 | 65323 | 7321448.000 |
| 20200805 | 铜牌会员                  | 139.000          | 3667 | 65976 | 7332181.000 |
| 20200805 | 铜牌会员                  | 140.000          | 3733 | 67160 | 7528514.000 |
| 20200805 | 铜牌会员                  | 141.000          | 3689 | 66539 | 7442301.000 |
| 20200805 | 铜牌会员                  | 142.000          | 3624 | 65473 | 7347272.000 |
| 20200805 | 铜牌会员                  | 143.000          | 3810 | 69135 | 7736889.000 |
| 20200805 | 铜牌会员                  | 144.000          | 3757 | 67466 | 7508952.000 |
| 20200805 | 铜牌会员                  | 145.000          | 3725 | 66971 | 7350524.000 |
| 20200805 | 铜牌会员                  | 146.000          | 3686 | 66920 | 7394552.000 |
| 20200805 | 铜牌会员                  | 147.000          | 3798 | 68835 | 7654001.000 |
| 20200805 | 铜牌会员                  | 148.000          | 3664 | 66679 | 7401602.000 |
| 20200805 | 铜牌会员                  | 149.000          | 3613 | 65139 | 7240913.000 |
| 20200805 | 铜牌会员                  | 150.000          | 3629 | 65216 | 7258944.000 |
| 20200805 | 铜牌会员                  | 151.000          | 3583 | 65358 | 7392582.000 |
| 20200805 | 铜牌会员                  | 152.000          | 3757 | 69009 | 7618077.000 |
| 20200805 | 铜牌会员                  | 153.000          | 3679 | 65885 | 7441154.000 |
| 20200805 | 铜牌会员                  | 154.000          | 3653 | 65445 | 7264608.000 |
| 20200805 | 铜牌会员                  | 155.000          | 3571 | 63631 | 7143064.000 |
| 20200805 | 铜牌会员                  | 156.000          | 3641 | 65680 | 7332373.000 |
| 20200805 | 铜牌会员                  | 157.000          | 3763 | 67276 | 7469426.000 |
| 20200805 | 铜牌会员                  | 158.000          | 3675 | 65384 | 7247729.000 |
| 20200805 | 铜牌会员                  | 159.000          | 3649 | 64788 | 7311569.000 |
| 20200805 | 铜牌会员                  | 160.000          | 3668 | 66021 | 7297078.000 |
| 20200805 | 铜牌会员                  | 161.000          | 3728 | 67507 | 7537478.000 |
| 20200805 | 铜牌会员                  | 162.000          | 3634 | 65017 | 7200737.000 |
| 20200805 | 铜牌会员                  | 163.000          | 3657 | 66352 | 7408023.000 |
| 20200805 | 铜牌会员                  | 164.000          | 3625 | 64355 | 7180335.000 |
| 20200805 | 铜牌会员                  | 165.000          | 3483 | 60994 | 6755114.000 |
| 20200805 | 铜牌会员                  | 166.000          | 3773 | 68198 | 7551240.000 |
| 20200805 | 铜牌会员                  | 167.000          | 3656 | 66022 | 7421576.000 |
| 20200805 | 铜牌会员                  | 168.000          | 3614 | 64887 | 7287360.000 |
| 20200805 | 铜牌会员                  | 169.000          | 3707 | 66996 | 7596845.000 |
| 20200805 | 铜牌会员                  | 170.000          | 3649 | 65667 | 7343004.000 |
| 20200805 | 铜牌会员                  | 171.000          | 3640 | 65393 | 7339065.000 |
| 20200805 | 铜牌会员                  | 172.000          | 3764 | 67881 | 7522367.000 |
| 20200805 | 铜牌会员                  | 173.000          | 3576 | 64028 | 7052990.000 |
| 20200805 | 铜牌会员                  | 174.000          | 3691 | 64820 | 7285140.000 |
| 20200805 | 铜牌会员                  | 175.000          | 3660 | 65909 | 7372220.000 |
| 20200805 | 铜牌会员                  | 176.000          | 3542 | 64663 | 7137661.000 |
| 20200805 | 铜牌会员                  | 177.000          | 3720 | 66391 | 7547505.000 |
| 20200805 | 铜牌会员                  | 178.000          | 3745 | 69352 | 7853555.000 |
| 20200805 | 铜牌会员                  | 179.000          | 3587 | 64421 | 7270302.000 |
| 20200805 | 铜牌会员                  | 180.000          | 3712 | 67332 | 7468172.000 |
| 20200805 | 铜牌会员                  | 181.000          | 3726 | 67317 | 7424939.000 |
| 20200805 | 铜牌会员                  | 182.000          | 3685 | 65255 | 7277734.000 |
| 20200805 | 铜牌会员                  | 183.000          | 3616 | 65330 | 7296685.000 |
| 20200805 | 铜牌会员                  | 184.000          | 3728 | 66576 | 7342583.000 |
| 20200805 | 铜牌会员                  | 185.000          | 3611 | 65629 | 7270096.000 |
| 20200805 | 铜牌会员                  | 186.000          | 3663 | 67815 | 7579110.000 |
| 20200805 | 铜牌会员                  | 187.000          | 3681 | 65501 | 7227741.000 |
| 20200805 | 铜牌会员                  | 188.000          | 3679 | 65876 | 7327846.000 |
| 20200805 | 铜牌会员                  | 189.000          | 3744 | 66663 | 7441759.000 |
| 20200805 | 铜牌会员                  | 190.000          | 3591 | 63843 | 7087974.000 |
| 20200805 | 铜牌会员                  | 191.000          | 3765 | 67900 | 7504640.000 |
| 20200805 | 铜牌会员                  | 192.000          | 3585 | 65733 | 7323215.000 |
| 20200805 | 铜牌会员                  | 193.000          | 3645 | 65407 | 7263571.000 |
| 20200805 | 铜牌会员                  | 194.000          | 3651 | 66430 | 7330008.000 |
| 20200805 | 铜牌会员                  | 195.000          | 3560 | 63926 | 7164150.000 |
| 20200805 | 铜牌会员                  | 196.000          | 3668 | 66846 | 7442153.000 |
| 20200805 | 铜牌会员                  | 197.000          | 3708 | 66204 | 7296258.000 |
| 20200805 | 铜牌会员                  | 198.000          | 3617 | 64538 | 7138895.000 |
| 20200805 | 铜牌会员                  | 199.000          | 3730 | 66022 | 7328689.000 |
| 20200805 | 铜牌会员                  | 200.000          | 3725 | 67213 | 7568720.000 |
| 20200805 | 铜牌会员                  | 201.000          | 3757 | 67764 | 7522812.000 |
| 20200805 | 铜牌会员                  | 202.000          | 3783 | 68473 | 7750103.000 |
| 20200805 | 铜牌会员                  | 203.000          | 3823 | 68044 | 7523832.000 |
| 20200805 | 铜牌会员                  | 204.000          | 3671 | 66350 | 7329413.000 |
| 20200805 | 铜牌会员                  | 205.000          | 3657 | 64919 | 7217389.000 |
| 20200805 | 铜牌会员                  | 206.000          | 3623 | 65531 | 7347621.000 |
| 20200805 | 铜牌会员                  | 207.000          | 3656 | 65271 | 7353046.000 |
| 20200805 | 铜牌会员                  | 208.000          | 3567 | 64240 | 7055085.000 |
| 20200805 | 铜牌会员                  | 209.000          | 3627 | 65276 | 7264601.000 |
| 20200805 | 铜牌会员                  | 210.000          | 3703 | 66513 | 7471756.000 |
| 20200805 | 铜牌会员                  | 211.000          | 3787 | 69464 | 7711963.000 |
| 20200805 | 铜牌会员                  | 212.000          | 3693 | 66127 | 7363760.000 |
| 20200805 | 铜牌会员                  | 213.000          | 3690 | 66530 | 7482351.000 |
| 20200805 | 铜牌会员                  | 214.000          | 3661 | 65283 | 7344293.000 |
| 20200805 | 铜牌会员                  | 215.000          | 3648 | 64705 | 7146171.000 |
| 20200805 | 铜牌会员                  | 216.000          | 3694 | 65851 | 7212901.000 |
| 20200805 | 铜牌会员                  | 217.000          | 3564 | 63787 | 7056662.000 |
| 20200805 | 铜牌会员                  | 218.000          | 3735 | 66833 | 7513265.000 |
| 20200805 | 铜牌会员                  | 219.000          | 3662 | 66033 | 7353990.000 |
| 20200805 | 铜牌会员                  | 220.000          | 3651 | 65850 | 7400506.000 |
| 20200805 | 铜牌会员                  | 221.000          | 3645 | 65023 | 7270180.000 |
| 20200805 | 铜牌会员                  | 222.000          | 3619 | 64394 | 7185864.000 |
| 20200805 | 铜牌会员                  | 223.000          | 3592 | 64940 | 7262192.000 |
| 20200805 | 铜牌会员                  | 224.000          | 3795 | 68762 | 7739049.000 |
| 20200805 | 铜牌会员                  | 225.000          | 3706 | 65463 | 7313730.000 |
| 20200805 | 铜牌会员                  | 226.000          | 3640 | 65762 | 7362696.000 |
| 20200805 | 铜牌会员                  | 227.000          | 3639 | 65062 | 7192895.000 |
| 20200805 | 铜牌会员                  | 228.000          | 3645 | 65110 | 7264669.000 |
| 20200805 | 铜牌会员                  | 229.000          | 3651 | 66061 | 7433550.000 |
| 20200805 | 铜牌会员                  | 230.000          | 3699 | 66301 | 7474826.000 |
| 20200805 | 铜牌会员                  | 231.000          | 3604 | 64804 | 7213993.000 |
| 20200805 | 铜牌会员                  | 232.000          | 3719 | 67456 | 7494128.000 |
| 20200805 | 铜牌会员                  | 233.000          | 3642 | 65430 | 7293623.000 |
| 20200805 | 铜牌会员                  | 234.000          | 3626 | 65601 | 7300378.000 |
| 20200805 | 铜牌会员                  | 235.000          | 3682 | 67841 | 7640741.000 |
| 20200805 | 铜牌会员                  | 236.000          | 3572 | 63583 | 7108975.000 |
| 20200805 | 铜牌会员                  | 237.000          | 3719 | 67564 | 7509630.000 |
| 20200805 | 铜牌会员                  | 238.000          | 3605 | 64986 | 7113548.000 |
| 20200805 | 铜牌会员                  | 239.000          | 3729 | 67709 | 7565188.000 |
| 20200805 | 铜牌会员                  | 240.000          | 3641 | 65826 | 7350191.000 |
| 20200805 | 铜牌会员                  | 241.000          | 3730 | 66994 | 7505605.000 |
| 20200805 | 铜牌会员                  | 242.000          | 3740 | 66500 | 7463403.000 |
| 20200805 | 铜牌会员                  | 243.000          | 3574 | 64374 | 7210900.000 |
| 20200805 | 铜牌会员                  | 244.000          | 3794 | 67456 | 7500544.000 |
| 20200805 | 铜牌会员                  | 245.000          | 3672 | 66165 | 7458590.000 |
| 20200805 | 铜牌会员                  | 246.000          | 3708 | 66927 | 7532011.000 |
| 20200805 | 铜牌会员                  | 247.000          | 3620 | 65315 | 7259225.000 |
| 20200805 | 铜牌会员                  | 248.000          | 3711 | 66489 | 7471404.000 |
| 20200805 | 铜牌会员                  | 249.000          | 3574 | 64590 | 7333131.000 |
| 20200805 | 铜牌会员                  | 250.000          | 3744 | 67042 | 7445036.000 |
| 20200805 | 铜牌会员                  | 251.000          | 3503 | 61986 | 6887565.000 |
| 20200805 | 铜牌会员                  | 252.000          | 3614 | 65536 | 7191288.000 |
| 20200805 | 铜牌会员                  | 253.000          | 3605 | 64935 | 7295688.000 |
| 20200805 | 铜牌会员                  | 254.000          | 3719 | 67547 | 7465997.000 |
| 20200805 | 铜牌会员                  | 255.000          | 3673 | 65211 | 7283510.000 |
| 20200805 | 铜牌会员                  | 256.000          | 3584 | 64327 | 7197440.000 |
| 20200805 | 铜牌会员                  | 257.000          | 3669 | 65803 | 7294489.000 |
| 20200805 | 铜牌会员                  | 258.000          | 3651 | 65451 | 7278029.000 |
| 20200805 | 铜牌会员                  | 259.000          | 3702 | 67131 | 7429647.000 |
| 20200805 | 铜牌会员                  | 260.000          | 3497 | 63665 | 7181839.000 |
| 20200805 | 铜牌会员                  | 261.000          | 3784 | 68725 | 7679318.000 |
| 20200805 | 铜牌会员                  | 262.000          | 3729 | 67617 | 7616805.000 |
| 20200805 | 铜牌会员                  | 263.000          | 3669 | 66353 | 7406034.000 |
| 20200805 | 铜牌会员                  | 264.000          | 3678 | 66321 | 7315762.000 |
| 20200805 | 铜牌会员                  | 265.000          | 3620 | 65666 | 7293355.000 |
| 20200805 | 铜牌会员                  | 266.000          | 3770 | 68560 | 7638419.000 |
| 20200805 | 铜牌会员                  | 267.000          | 3752 | 67698 | 7689569.000 |
| 20200805 | 铜牌会员                  | 268.000          | 3658 | 65371 | 7246056.000 |
| 20200805 | 铜牌会员                  | 269.000          | 3706 | 66113 | 7406474.000 |
| 20200805 | 铜牌会员                  | 270.000          | 3589 | 64572 | 7339488.000 |
| 20200805 | 铜牌会员                  | 271.000          | 3637 | 65428 | 7437104.000 |
| 20200805 | 铜牌会员                  | 272.000          | 3692 | 68716 | 7624402.000 |
| 20200805 | 铜牌会员                  | 273.000          | 3608 | 64576 | 7194396.000 |
| 20200805 | 铜牌会员                  | 274.000          | 3620 | 65579 | 7295126.000 |
| 20200805 | 铜牌会员                  | 275.000          | 3684 | 66910 | 7408783.000 |
| 20200805 | 铜牌会员                  | 276.000          | 3727 | 68839 | 7628962.000 |
| 20200805 | 铜牌会员                  | 277.000          | 3733 | 66514 | 7394679.000 |
| 20200805 | 铜牌会员                  | 278.000          | 3619 | 65104 | 7316589.000 |
| 20200805 | 铜牌会员                  | 279.000          | 3764 | 68599 | 7633711.000 |
| 20200805 | 铜牌会员                  | 280.000          | 3682 | 67236 | 7547383.000 |
| 20200805 | 铜牌会员                  | 281.000          | 3555 | 64476 | 7230545.000 |
| 20200805 | 铜牌会员                  | 282.000          | 3720 | 66998 | 7503539.000 |
| 20200805 | 铜牌会员                  | 283.000          | 3695 | 67802 | 7631035.000 |
| 20200805 | 铜牌会员                  | 284.000          | 3598 | 63898 | 7055440.000 |
| 20200805 | 铜牌会员                  | 285.000          | 3806 | 68779 | 7680716.000 |
| 20200805 | 铜牌会员                  | 286.000          | 3638 | 65500 | 7315225.000 |
| 20200805 | 铜牌会员                  | 287.000          | 3724 | 67823 | 7597539.000 |
| 20200805 | 铜牌会员                  | 288.000          | 3653 | 64123 | 7084439.000 |
| 20200805 | 铜牌会员                  | 289.000          | 3638 | 65150 | 7380163.000 |
| 20200805 | 铜牌会员                  | 290.000          | 3726 | 68413 | 7587505.000 |
| 20200805 | 铜牌会员                  | 291.000          | 3699 | 65986 | 7319891.000 |
| 20200805 | 铜牌会员                  | 292.000          | 3647 | 64717 | 7275866.000 |
| 20200805 | 铜牌会员                  | 293.000          | 3858 | 70188 | 7861801.000 |
| 20200805 | 铜牌会员                  | 294.000          | 3668 | 66122 | 7495903.000 |
| 20200805 | 铜牌会员                  | 295.000          | 3601 | 64573 | 7216938.000 |
| 20200805 | 铜牌会员                  | 296.000          | 3757 | 67802 | 7507340.000 |
| 20200805 | 铜牌会员                  | 297.000          | 3804 | 69825 | 7795373.000 |
| 20200805 | 铜牌会员                  | 298.000          | 3680 | 66654 | 7515411.000 |
| 20200805 | 铜牌会员                  | 299.000          | 3703 | 66670 | 7436594.000 |
| 20200805 | 铜牌会员                  | 300.000          | 3656 | 64628 | 7165946.000 |
| 20200805 | 铜牌会员                  | 301.000          | 3682 | 65522 | 7253410.000 |
| 20200805 | 铜牌会员                  | 302.000          | 3737 | 66589 | 7523104.000 |
| 20200805 | 铜牌会员                  | 303.000          | 3664 | 66129 | 7297320.000 |
| 20200805 | 铜牌会员                  | 304.000          | 3717 | 66101 | 7441924.000 |
| 20200805 | 铜牌会员                  | 305.000          | 3774 | 67714 | 7682431.000 |
| 20200805 | 铜牌会员                  | 306.000          | 3749 | 67308 | 7469227.000 |
